listing_id,borough,neighborhood,address,unit,zip,rent,net_effective_rent,gross_over_3000,no_fee,beds,baths,sqft,building_type,status,available_date,price_changed_at,latitude,longitude,bbl,bin,nearest_station,nearest_lines,nearest_dist_mi,nearest_walk_min,all_nearby_lines,hpd_total,hpd_open,hpd_open_class_c,hpd_rent_impairing_open,ecb_total,ecb_active,ecb_penalty_total,ecb_balance_due,dob_total,dob_open,source_url
5089017,staten_island,Saint George,30 Daniel Low Terrace,39,10301,1800,0,false,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T15:18:05.000Z,40.643796,-74.082102,5000280077,5000527,St George,SIR,0.469,9,SIR,287,14,5,1,24,0,26480,0,29,2,https://streeteasy.com/building/30-daniel-low-terrace-staten_island/39
5086286,staten_island,South Beach,13 Palisade Street,1A,10305,1450,0,false,false,0,1,,HOUSE,ACTIVE,2026-06-29,2026-06-29T14:56:34.000Z,40.597274,-74.06308,5031210144,5045993,Grasmere,SIR,1.167,23,SIR,0,0,0,0,0,0,0,0,0,0,https://streeteasy.com/building/13-palisade-street-staten_island/1a
5083129,staten_island,New Springville,190 Wellington Court,2,10314,1600,0,false,false,1,1,,TWOFAMILY,ACTIVE,2026-08-15,2026-06-25T01:26:50.000Z,40.579108,-74.159208,5024500521,5135864,Great Kills,SIR,1.946,39,SIR,0,0,0,0,1,0,2000,0,0,0,https://streeteasy.com/building/190-wellington-court-staten_island/2
5077411,staten_island,Saint George,5 Stuyvesant Place,4G,10301,2539,2344,false,false,0,1,,RENTAL,ACTIVE,2026-06-18,2026-06-18T19:16:57.000Z,40.643709,-74.077267,5000070058,5000066,St George,SIR,0.217,4,SIR,0,0,0,0,1,0,400,0,0,0,https://streeteasy.com/building/waters-edge/4g
5076689,staten_island,Dongan Hills,17 Old Town Road,1K,10304,2500,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-18,2026-06-18T05:06:42.000Z,40.597093,-74.092859,5031910001,5046926,Old Town,SIR,0.272,5,SIR,12,3,2,1,3,0,350,0,21,0,https://streeteasy.com/building/1220-richmond-road-staten_island/1k
5074977,staten_island,Saint George,5 Bay Street,8II,10301,2921,2696,false,false,0,1,,RENTAL,ACTIVE,2026-06-16,2026-06-16T19:26:58.000Z,40.641693,-74.073551,5000010068,5131766,St George,SIR,0.167,3,SIR,0,0,0,0,0,0,0,0,0,0,https://streeteasy.com/building/residences-at-lighthouse-point/8ii
5056281,staten_island,Sunnyside,850 Howard Avenue,1B,10301,2100,0,false,false,1,1,,CONDO,ACTIVE,2026-05-29,2026-06-16T21:24:46.000Z,40.612814,-74.099131,5006107502,5015704,Grasmere,SIR,1.028,21,SIR,23,19,0,1,13,0,7650,0,30,4,https://streeteasy.com/building/850-howard-avenue-staten_island/1b
5052510,staten_island,West Brighton,869 Forest Avenue,2,10310,1750,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-30,2026-05-26T16:47:52.000Z,40.629077,-74.118635,5002200094,5005938,Stapleton,SIR,2.275,46,SIR,34,21,0,2,1,0,0,0,4,0,https://streeteasy.com/building/869-forest-avenue-staten_island/2
5045669,staten_island,Port Richmond,67 Cottage Place,G,10302,1800,0,false,false,0,1,,TWOFAMILY,ACTIVE,2026-06-01,2026-05-17T22:49:48.000Z,40.635539,-74.130507,5010130015,5132893,Tompkinsville,SIR,2.913,58,SIR,0,0,0,0,0,0,0,0,0,0,https://streeteasy.com/building/67-cottage-place-staten_island/g
4574070,staten_island,Saint George,224 Richmond Terrace,5D,10301,2700,0,false,false,1,1,,RENTAL,ACTIVE,2024-10-25,2024-10-25T11:32:15.000Z,40.646992,-74.080568,5000130060,5000107,St George,SIR,0.434,9,SIR,22,2,2,1,14,2,20542,6250,25,2,https://streeteasy.com/building/the-view/5d
5063101,bronx,Mott Haven,40 Bruckner Boulevard,D1217,10454,2180,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-04,2026-06-04T19:24:02.000Z,40.8063,-73.92722,2022950051,2129670,3 Av-138 St,6,0.273,5,6|4|5,23,2,2,0,16,0,20625,7500,4,1,https://streeteasy.com/building/bruckner-house/d1217
5089492,bronx,Tremont,1964 Grand Concourse,5B,10457,1549,0,false,false,0,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T20:40:12.000Z,40.85084,-73.904299,2028110024,2007737,Tremont Av,B|D,0.023,0,B|D|4,155,34,11,4,23,5,20815,12260,31,13,https://streeteasy.com/building/1964-grand-concourse-bronx/5b
5089150,bronx,Concourse,299 East 161st Street,802,10451,3150,2665,true,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T16:34:44.000Z,40.82558,-73.91735,2024210049,2130660,161 St-Yankee Stadium,4|B|D,0.375,8,4|B|D|2|5,60,1,0,0,10,0,26965,0,2,0,https://streeteasy.com/building/the-bronx-vibe/802
5089050,bronx,Norwood,3165 Decatur Avenue,7C,10467,1930,0,false,false,1,1,700,RENTAL,ACTIVE,2026-07-01,2026-07-01T15:43:54.000Z,40.873141,-73.876467,2033490027,2018417,Norwood-205 St,D,0.081,2,D|2|5|B,826,60,37,1,25,0,7080,0,17,1,https://streeteasy.com/building/3165-decatur-avenue-bronx/7c
5088988,bronx,Morrisania,1175 Fulton Avenue,2E,10456,1750,0,false,false,1,1,600,RENTAL,ACTIVE,2026-07-01,2026-07-01T15:08:07.000Z,40.829769,-73.905421,2026090046,2004218,Intervale Av,2|5,0.679,14,2|5|B|D,354,43,28,4,5,3,40975,40000,11,4,https://streeteasy.com/building/1175-fulton-avenue-bronx/2e
5089000,bronx,Mott Haven,25 Bruckner Boulevard,5F,10454,2800,2310,false,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T15:06:51.000Z,40.807536,-73.92849,2023090012,2128931,3 Av-138 St,6,0.23,5,6|4|5,18,6,4,0,31,0,45787,0,10,0,https://streeteasy.com/building/the-crescendo/5f
5088970,bronx,Bronxwood,665 Thwaites Place,1T,10467,1900,0,false,false,1,1,,CO_OP,ACTIVE,2026-07-01,2026-07-01T15:00:23.000Z,40.859231,-73.869036,2043410001,2049998,Pelham Pkwy,2|5,0.107,2,2|5,89,74,8,16,17,4,14230,5000,57,32,https://streeteasy.com/building/665-thwaites-place-bronx/1t
5088979,bronx,Mott Haven,25 Bruckner Boulevard,2S,10454,2700,2228,false,false,0,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T14:55:27.000Z,40.807536,-73.92849,2023090012,2128931,3 Av-138 St,6,0.23,5,6|4|5,18,6,4,0,31,0,45787,0,10,0,https://streeteasy.com/building/the-crescendo/2s
5088903,bronx,Tremont,1964 Grand Concourse,2G,10457,1714,0,false,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T13:43:02.000Z,40.85084,-73.904299,2028110024,2007737,Tremont Av,B|D,0.023,0,B|D|4,155,34,11,4,23,5,20815,12260,31,13,https://streeteasy.com/building/1964-grand-concourse-bronx/2g
5088625,bronx,Mott Haven,2385 3rd Avenue,B-1206,10451,2600,2383,false,false,0,1,,RENTAL,ACTIVE,2024-09-08,2026-07-01T13:03:43.000Z,40.808859,-73.931873,2023190002,2129132,3 Av-138 St,6,0.283,6,6|4|5,34,25,4,2,21,1,40305,7500,1,0,https://streeteasy.com/building/third-at-bankside/b1206
5088615,bronx,Morris Heights,2004 Davidson Avenue,1,10453,2100,0,false,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-07-01T04:23:17.000Z,40.85282,-73.909146,2028630011,2124649,Burnside Av,4,0.072,1,4|B|D,50,13,8,0,16,0,33125,-401,1,1,https://streeteasy.com/building/2004-davidson-avenue-bronx/1
5088593,bronx,Williamsbridge,830 Magenta Street,6A,10467,2400,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-30,2026-07-01T03:28:18.000Z,40.873929,-73.86177,2046330001,2057043,Burke Av,2|5,0.329,7,2|5,471,54,27,7,40,0,25612,1250,56,4,https://streeteasy.com/building/831-bartholdi-street-bronx/6a
5088581,bronx,Fordham,2420 Morris Avenue,6AA,10468,2450,0,false,false,1,1,,CO_OP,ACTIVE,2026-06-30,2026-07-01T02:52:17.000Z,40.860866,-73.899998,2031730013,2013904,Fordham Rd,B|D,0.106,2,B|D|4,626,189,39,17,19,1,24280,500,40,2,https://streeteasy.com/building/origin-north-morris/6aa
5087889,bronx,Mott Haven,310 Grand Concourse,11B,10451,2199,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-30,2026-06-30T19:04:32.000Z,40.81436,-73.92862,2023410028,2130531,138 St-Grand Concourse,4|5,0.093,2,4|5|6|2,52,6,2,2,17,1,12500,2500,0,0,https://streeteasy.com/building/310-grand-concourse-bronx/11b
5087880,bronx,Highbridge,1072 Woodcrest Avenue,4D,10452,2000,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-30,2026-06-30T19:01:39.000Z,40.834342,-73.926403,2025090006,2003148,167 St,4,0.271,5,4|B|D,1449,83,26,7,66,1,38089,-1250,54,2,https://streeteasy.com/building/1072-woodycrest-avenue-bronx/4d
5087796,bronx,Mott Haven,2385 3rd Avenue,C-1033,10451,2600,2383,false,false,0,1,,RENTAL,ACTIVE,2024-09-08,2026-07-01T13:03:42.000Z,40.808859,-73.931873,2023190002,2129132,3 Av-138 St,6,0.283,6,6|4|5,34,25,4,2,21,1,40305,7500,1,0,https://streeteasy.com/building/third-at-bankside/c1033
5087122,bronx,Mott Haven,228 East 135th Street,1106,10451,2425,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-29,2026-06-30T02:43:01.000Z,40.809748,-73.930807,2023197501,2129363,3 Av-138 St,6,0.207,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches/1106
5087131,bronx,Mott Haven,228 East 135th Street,1006,10451,2534,2323,false,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-30T02:52:38.000Z,40.809748,-73.930807,2023197501,2129363,3 Av-138 St,6,0.207,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches/1006
5087528,bronx,Mott Haven,224 East 135th Street,1117,10451,2500,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-30,2026-06-30T15:23:36.000Z,40.809945,-73.931046,2023197501,2129362,3 Av-138 St,6,0.216,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches-nyc/1117
5086854,bronx,Mott Haven,261 Grand Concourse,3701,10451,3137,2534,true,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-29T20:33:46.000Z,40.81402,-73.93,2023440001,2000000,138 St-Grand Concourse,4|5,0.045,1,4|5|6|2,0,0,0,0,70,32,178600,105625,12,10,https://streeteasy.com/building/concourse-point/3701
5086867,bronx,Mott Haven,261 Grand Concourse,3704,10451,3075,2484,true,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-29T20:40:31.000Z,40.81402,-73.93,2023440001,2000000,138 St-Grand Concourse,4|5,0.045,1,4|5|6|2,0,0,0,0,70,32,178600,105625,12,10,https://streeteasy.com/building/concourse-point/3704
5086868,bronx,Mott Haven,261 Grand Concourse,3707,10451,3243,2619,true,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-29T20:45:01.000Z,40.81402,-73.93,2023440001,2000000,138 St-Grand Concourse,4|5,0.045,1,4|5|6|2,0,0,0,0,70,32,178600,105625,12,10,https://streeteasy.com/building/concourse-point/3707
5086876,bronx,Mott Haven,261 Grand Concourse,3723,10451,3468,2801,true,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-29T21:06:52.000Z,40.81402,-73.93,2023440001,2000000,138 St-Grand Concourse,4|5,0.045,1,4|5|6|2,0,0,0,0,70,32,178600,105625,12,10,https://streeteasy.com/building/concourse-point/3723
5086877,bronx,Mott Haven,261 Grand Concourse,1802,10451,3200,2585,true,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-29T21:09:50.000Z,40.81402,-73.93,2023440001,2000000,138 St-Grand Concourse,4|5,0.045,1,4|5|6|2,0,0,0,0,70,32,178600,105625,12,10,https://streeteasy.com/building/concourse-point/1802
5087494,bronx,Mott Haven,224 East 135th Street,1401,10451,2479,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-30,2026-06-30T15:08:42.000Z,40.809945,-73.931046,2023197501,2129362,3 Av-138 St,6,0.216,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches-nyc/1401
5087201,bronx,Mt. Hope,1777 Grand Concourse,2J,10453,1595,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-30,2026-06-30T10:30:39.000Z,40.846917,-73.909381,2028260062,2007890,174-175 Sts,B|D,0.03,1,B|D|4,3548,774,209,28,123,12,132546,29091,66,10,https://streeteasy.com/building/1777-grand-concourse-bronx/2j
5087104,bronx,Spuyten Duyvil,3300 Netherland Avenue,1E,10463,2500,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-29,2026-06-30T02:01:50.000Z,40.885483,-73.910751,2057870154,2084101,238 St,1,0.515,10,1,172,20,6,3,15,1,10505,0,26,1,https://streeteasy.com/building/3300-netherland-avenue-bronx/1e
5087030,bronx,Country Club,1395 Kearney Avenue,C,10465,2700,0,false,false,0,1,,THREEFAMILY,ACTIVE,2026-06-29,2026-06-29T23:07:36.000Z,40.841685,-73.824774,2054070118,2075080,Buhre Av,6,0.534,11,6,3,0,0,0,2,0,500,0,0,0,https://streeteasy.com/building/1395-kearney-avenue-bronx/c
5078326,bronx,Longwood,1019 Southern Boulevard,4E,10459,1900,0,false,false,0,1,600,HYBRID,ACTIVE,2026-06-19,2026-06-19T17:24:11.000Z,40.823359,-73.892222,2027247501,2005776,Simpson St,2|5,0.055,1,2|5|6,53,5,5,1,0,0,0,0,5,0,https://streeteasy.com/building/1019-southern-boulevard-bronx/4e
5086486,bronx,Mott Haven,25 Bruckner Boulevard,3M,10454,2800,2333,false,false,1,1,,RENTAL,ACTIVE,2026-08-01,2026-06-29T17:00:54.000Z,40.807536,-73.92849,2023090012,2128931,3 Av-138 St,6,0.23,5,6|4|5,18,6,4,0,31,0,45787,0,10,0,https://streeteasy.com/building/the-crescendo/3m
5086298,bronx,Kingsbridge Heights,140 Vancortlandt Avenue West,2L,10463,1850,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-30,2026-06-29T14:51:58.000Z,40.885022,-73.894456,2032630050,2016012,238 St,1,0.314,6,1|4,124,8,1,0,11,1,4240,0,28,0,https://streeteasy.com/building/140-van-cortlandt-avenue-west-bronx/2l
5086001,bronx,Fordham,2387 Morris Avenue,D6,10468,1819,0,false,false,1,1,600,RENTAL,ACTIVE,2026-06-28,2026-06-28T19:09:57.000Z,40.860223,-73.900942,2031840076,2014041,Fordham Rd,4,0.162,3,4|B|D,60,7,0,0,4,0,7000,0,3,0,https://streeteasy.com/building/2387-morris-avenue-bronx/d6
5085710,bronx,Mott Haven,40 Bruckner Boulevard,D537,10454,3125,2474,true,false,1,1,,RENTAL,ACTIVE,2026-06-27,2026-06-27T17:57:31.000Z,40.8063,-73.92722,2022950051,2129670,3 Av-138 St,6,0.273,5,6|4|5,23,2,2,0,16,0,20625,7500,4,1,https://streeteasy.com/building/bruckner-house/d537
5085716,bronx,Mott Haven,40 Bruckner Boulevard,D423,10454,2550,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-27,2026-06-27T18:02:18.000Z,40.8063,-73.92722,2022950051,2129670,3 Av-138 St,6,0.273,5,6|4|5,23,2,2,0,16,0,20625,7500,4,1,https://streeteasy.com/building/bruckner-house/d423
5085720,bronx,Mott Haven,40 Bruckner Boulevard,D805,10454,2499,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-27,2026-06-27T18:22:59.000Z,40.8063,-73.92722,2022950051,2129670,3 Av-138 St,6,0.273,5,6|4|5,23,2,2,0,16,0,20625,7500,4,1,https://streeteasy.com/building/bruckner-house/d805
5085598,bronx,Spuyten Duyvil,2728 Henry Hudson Parkway,C22,10463,2300,0,false,false,1,1,,RENTAL,ACTIVE,2026-07-15,2026-06-27T14:24:43.000Z,40.881867,-73.915762,2057320941,2087524,Marble Hill-225 St,1,0.579,12,1,399,113,13,7,40,0,16780,4375,79,3,https://streeteasy.com/building/2728-henry-hudson-pkwy-e-bronx/c22
5085409,bronx,Mott Haven,2413 3rd Avenue,2208,10451,3252,2710,true,false,1,1,670,RENTAL,ACTIVE,2026-08-07,2026-06-30T22:03:31.000Z,40.80877,-73.93139,2023190109,2130650,3 Av-138 St,6,0.264,5,6|4|5,20,20,0,0,37,0,148335,0,8,0,https://streeteasy.com/building/maven-mott-haven/2208
5085363,bronx,Mott Haven,120 East 144th Street,1012,10451,2650,0,false,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-06-26T23:22:18.000Z,40.81654,-73.92967,2023440112,2000000,149 St-Grand Concourse,2|4|5,0.159,3,2|4|5|6,0,0,0,0,0,0,0,0,0,0,https://streeteasy.com/building/120-east-144-street-bronx/1012
5081579,bronx,Mott Haven,224 East 135th Street,2116S,10451,2595,2163,false,false,0,1,,RENTAL,ACTIVE,2026-06-23,2026-06-24T13:28:41.000Z,40.809945,-73.931046,2023197501,2129362,3 Av-138 St,6,0.216,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches-nyc/2116s
5085227,bronx,North New York,109 Bruckner Boulevard,402,10454,2650,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-26,2026-06-29T15:04:19.000Z,40.805029,-73.922595,2022780059,2128915,Brook Av,6,0.236,5,6,10,1,1,0,23,0,15325,0,1,0,https://streeteasy.com/building/109-bruckner-boulevard-bronx/402
5085212,bronx,Norwood,3315 Hull Avenue,5G,10467,1750,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-26,2026-06-26T20:13:34.000Z,40.877371,-73.874329,2033480071,2018398,Norwood-205 St,D,0.272,5,D|2|5,749,49,23,2,23,0,23705,16150,35,2,https://streeteasy.com/building/3315-hull-avenue-bronx/5g
5084870,bronx,Mott Haven,224 East 135th Street,1507,10451,2925,2438,false,false,1,1,,RENTAL,ACTIVE,2026-06-26,2026-06-26T16:38:37.000Z,40.809945,-73.931046,2023197501,2129362,3 Av-138 St,6,0.216,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches-nyc/1507
5084700,bronx,Mott Haven,112 Lincoln Avenue,451,10454,2875,2212,false,false,1,1,920,RENTAL,ACTIVE,2026-07-01,2026-06-26T14:43:14.000Z,40.808088,-73.928941,2023090001,2093995,3 Av-138 St,6,0.206,4,6|4|5,64,3,2,0,44,1,29195,1818,94,20,https://streeteasy.com/building/112-lincoln-ave-bronx/451
5084681,bronx,Highbridge,81 West 169th Street,1,10452,2600,0,false,false,1,1,,MIXED_USE,ACTIVE,2026-06-26,2026-06-26T14:22:53.000Z,40.839449,-73.922724,2025190026,2003330,170 St,4,0.249,5,4|B|D,678,174,88,5,6,2,15350,6250,7,0,https://streeteasy.com/building/1285-shakespeare-avenue-bronx/1
5084689,bronx,Mott Haven,112 Lincoln Avenue,444,10454,2850,2192,false,false,0,1,850,RENTAL,ACTIVE,2026-07-01,2026-06-26T14:29:56.000Z,40.808088,-73.928941,2023090001,2093995,3 Av-138 St,6,0.206,4,6|4|5,64,3,2,0,44,1,29195,1818,94,20,https://streeteasy.com/building/112-lincoln-ave-bronx/444
5084663,bronx,Mott Haven,2413 3rd Avenue,801,10451,3250,2708,true,false,1,1,613,RENTAL,ACTIVE,2026-08-03,2026-07-01T17:04:03.000Z,40.80877,-73.93139,2023190109,2130650,3 Av-138 St,6,0.264,5,6|4|5,20,20,0,0,37,0,148335,0,8,0,https://streeteasy.com/building/maven-mott-haven/801
5084527,bronx,Mott Haven,25 Bruckner Boulevard,2F,10454,2700,2250,false,false,0,1,,RENTAL,ACTIVE,2026-06-26,2026-06-26T11:21:59.000Z,40.807536,-73.92849,2023090012,2128931,3 Av-138 St,6,0.23,5,6|4|5,18,6,4,0,31,0,45787,0,10,0,https://streeteasy.com/building/the-crescendo/2f
5081581,bronx,Mott Haven,224 East 135th Street,1126N,10451,2290,0,false,false,1,1,,RENTAL,ACTIVE,2026-07-01,2026-06-30T14:55:29.000Z,40.809945,-73.931046,2023197501,2129362,3 Av-138 St,6,0.216,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches-nyc/1126n
5083837,bronx,Williamsbridge,739 Tilden Street,1A,10467,1700,0,false,false,0,1,,THREEFAMILY,ACTIVE,2026-06-25,2026-06-25T18:03:11.000Z,40.877029,-73.863062,2046590067,2057729,Gun Hill Rd,2|5,0.176,4,2|5,164,6,3,0,3,0,1300,0,4,0,https://streeteasy.com/building/739-tilden-street-bronx/1a
5083953,bronx,Mott Haven,2413 3rd Avenue,1301,10451,3251,2709,true,false,1,1,704,RENTAL,ACTIVE,2026-07-22,2026-06-30T22:03:29.000Z,40.80877,-73.93139,2023190109,2130650,3 Av-138 St,6,0.264,5,6|4|5,20,20,0,0,37,0,148335,0,8,0,https://streeteasy.com/building/maven-mott-haven/1301
5083532,bronx,Fordham,2387 Morris Avenue,A8,10468,2050,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-25,2026-06-25T15:18:07.000Z,40.860223,-73.900942,2031840076,2014041,Fordham Rd,4,0.162,3,4|B|D,60,7,0,0,4,0,7000,0,3,0,https://streeteasy.com/building/2387-morris-avenue-bronx/a8
5083427,bronx,Mott Haven,2413 3rd Avenue,1803,10451,3250,2708,true,false,1,1,657,RENTAL,ACTIVE,2026-07-07,2026-06-30T22:03:28.000Z,40.80877,-73.93139,2023190109,2130650,3 Av-138 St,6,0.264,5,6|4|5,20,20,0,0,37,0,148335,0,8,0,https://streeteasy.com/building/maven-mott-haven/1803
5083336,bronx,Riverdale,3660 Waldo Avenue,6C,10463,2450,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-25,2026-06-25T12:42:58.000Z,40.886779,-73.904005,2057690132,2083947,238 St,1,0.211,4,1,1317,85,13,4,115,0,143025,0,52,1,https://streeteasy.com/building/3660-waldo-avenue-bronx/6c
5081577,bronx,Mott Haven,224 East 135th Street,319S,10451,2419,2217,false,false,0,1,,RENTAL,ACTIVE,2026-06-23,2026-06-23T19:40:00.000Z,40.809945,-73.931046,2023197501,2129362,3 Av-138 St,6,0.216,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches-nyc/319s
5082755,bronx,Mott Haven,310 Grand Concourse,9D,10451,2399,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-24,2026-06-24T19:28:30.000Z,40.81436,-73.92862,2023410028,2130531,138 St-Grand Concourse,4|5,0.093,2,4|5|6|2,52,6,2,2,17,1,12500,2500,0,0,https://streeteasy.com/building/310-grand-concourse-bronx/9d
5082730,bronx,Fordham,2387 Morris Avenue,7A,10468,2050,0,false,false,1,1,700,RENTAL,ACTIVE,2026-06-24,2026-06-24T20:12:54.000Z,40.860223,-73.900942,2031840076,2014041,Fordham Rd,4,0.162,3,4|B|D,60,7,0,0,4,0,7000,0,3,0,https://streeteasy.com/building/2387-morris-avenue-bronx/7a
5082470,bronx,Pelham Parkway,2102 Holland Avenue,1D,10462,1800,0,false,false,0,1,425,CO_OP,ACTIVE,2026-07-15,2026-06-24T18:32:25.000Z,40.853404,-73.865318,2042910014,2048822,Pelham Pkwy,2|5,0.234,5,2|5,204,83,20,15,22,0,7225,0,94,2,https://streeteasy.com/building/2104-holland-avenue-bronx/1d
5075206,bronx,Mott Haven,322 Grand Concourse,712,10451,2450,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-16,2026-06-16T22:12:53.000Z,40.81466,-73.92851,2023410031,2130530,138 St-Grand Concourse,4|5,0.112,2,4|5|2|6,6,0,0,0,20,0,28750,0,1,0,https://streeteasy.com/building/pointe310/712
5075225,bronx,Mott Haven,322 Grand Concourse,912,10451,2475,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-16,2026-06-16T22:17:22.000Z,40.81466,-73.92851,2023410031,2130530,138 St-Grand Concourse,4|5,0.112,2,4|5|2|6,6,0,0,0,20,0,28750,0,1,0,https://streeteasy.com/building/pointe310/912
5075239,bronx,Mott Haven,322 Grand Concourse,1205,10451,2499,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-16,2026-06-16T22:46:33.000Z,40.81466,-73.92851,2023410031,2130530,138 St-Grand Concourse,4|5,0.112,2,4|5|2|6,6,0,0,0,20,0,28750,0,1,0,https://streeteasy.com/building/pointe310/1205
5075248,bronx,Mott Haven,322 Grand Concourse,1301,10451,2499,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-16,2026-06-16T22:51:11.000Z,40.81466,-73.92851,2023410031,2130530,138 St-Grand Concourse,4|5,0.112,2,4|5|2|6,6,0,0,0,20,0,28750,0,1,0,https://streeteasy.com/building/pointe310/1301
5081298,bronx,Concourse,299 East 161st Street,413,10451,3095,2619,true,false,1,1,,RENTAL,ACTIVE,2026-06-23,2026-06-23T17:25:05.000Z,40.82558,-73.91735,2024210049,2130660,161 St-Yankee Stadium,4|B|D,0.375,8,4|B|D|2|5,60,1,0,0,10,0,26965,0,2,0,https://streeteasy.com/building/the-bronx-vibe/413
5081260,bronx,Concourse,299 East 161st Street,1009,10451,3100,2742,true,false,1,1,,RENTAL,ACTIVE,2026-06-23,2026-06-23T17:13:34.000Z,40.82558,-73.91735,2024210049,2130660,161 St-Yankee Stadium,4|B|D,0.375,8,4|B|D|2|5,60,1,0,0,10,0,26965,0,2,0,https://streeteasy.com/building/the-bronx-vibe/1009
5080859,bronx,Pelham Bay,1890 Pelham Parkway South,4G,10461,3000,2750,false,false,0,1,,RENTAL,ACTIVE,2026-06-23,2026-06-23T13:25:09.000Z,40.8554,-73.82965,2042510030,2000000,Pelham Bay Park,6,0.21,4,6,16,6,2,2,0,0,0,0,0,0,https://streeteasy.com/building/pelham-residence/4g
5080421,bronx,Mott Haven,228 East 135th Street,1504,10451,2925,2438,false,false,1,1,,RENTAL,ACTIVE,2026-06-22,2026-06-22T20:50:25.000Z,40.809748,-73.930807,2023197501,2129363,3 Av-138 St,6,0.207,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches/1504
5080461,bronx,Mott Haven,228 East 135th Street,1009,10451,2500,2292,false,false,0,1,,RENTAL,ACTIVE,2026-06-22,2026-06-22T21:12:24.000Z,40.809748,-73.930807,2023197501,2129363,3 Av-138 St,6,0.207,4,6|4|5,41,7,6,0,19,0,35030,4405,7,0,https://streeteasy.com/building/the-arches/1009
5078377,bronx,Tremont,2080 Grand Concourse,B47,10457,1795,0,false,false,0,1,,RENTAL,ACTIVE,2026-06-19,2026-06-19T17:44:06.000Z,40.853473,-73.902145,2031560096,2013680,182-183 Sts,B|D,0.184,4,B|D|4,848,60,29,2,14,1,11400,0,13,4,https://streeteasy.com/building/2080-grand-concourse-bronx/b47
5080188,bronx,North New York,527 East 147th Street,2C,10455,2100,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-22,2026-06-22T18:43:12.000Z,40.813471,-73.914711,2022740039,2000117,3 Av-149 St,2|5,0.222,4,2|5|6,243,27,6,1,6,4,17560,17560,20,6,https://streeteasy.com/building/527-east-147-street-bronx/2c
5079606,bronx,Wakefield,686 East 234th Street,C6,10466,1750,0,false,false,1,1,,RENTAL,ACTIVE,2026-06-22,2026-06-22T15:23:25.000Z,40.894167,-73.857456,2049940080,2068069,233 St,2|5,0.038,1,2|5,2266,178,70,6,14,0,6625,625,5,1,https://streeteasy.com/building/686-east-234-street-bronx/c6
